well_id,field,DEPTH,PZ,PS,GK,NGK,phi_N,V_sh,phi_eff,Sw_archie,So_archie
Well_45,Berezovskoe,778.7,,,,,,,,,
Well_45,Berezovskoe,778.8,,,,,,,,,
Well_45,Berezovskoe,778.9,,,,,,,,,
Well_45,Berezovskoe,779.0,,,,,,,,,
Well_45,Berezovskoe,779.1,,,,,,,,,
Well_45,Berezovskoe,779.2,,,,,,,,,
Well_45,Berezovskoe,779.3,,,,,,,,,
Well_45,Berezovskoe,779.4,,,,,,,,,
Well_45,Berezovskoe,779.5,,,,,,,,,
Well_45,Berezovskoe,779.6,,,,,,,,,
Well_45,Berezovskoe,779.7,,,,,,,,,
Well_45,Berezovskoe,779.8,,,,,,,,,
Well_45,Berezovskoe,779.9,,,,,,,,,
Well_45,Berezovskoe,780.0,,,,,,,,,
Well_45,Berezovskoe,780.1,,,,,,,,,
Well_45,Berezovskoe,780.2,,,,,,,,,
Well_45,Berezovskoe,780.3,,,,,,,,,
Well_45,Berezovskoe,780.4,,,,,,,,,
Well_45,Berezovskoe,780.5,,,,,,,,,
Well_45,Berezovskoe,780.6,,,,,,,,,
Well_45,Berezovskoe,780.7,,,,,,,,,
Well_45,Berezovskoe,780.8,,,,,,,,,
Well_45,Berezovskoe,780.9,,,,,,,,,
Well_45,Berezovskoe,781.0,,,,,,,,,
Well_45,Berezovskoe,781.1,,,,,,,,,
Well_45,Berezovskoe,781.2,,,,,,,,,
Well_45,Berezovskoe,781.3,,,,,,,,,
Well_45,Berezovskoe,781.4,,,,,,,,,
Well_45,Berezovskoe,781.5,,,,,,,,,
Well_45,Berezovskoe,781.6,,,,,,,,,
Well_45,Berezovskoe,781.7,,,,,,,,,
Well_45,Berezovskoe,781.8,,,,,,,,,
Well_45,Berezovskoe,781.9,,,,,,,,,
Well_45,Berezovskoe,782.0,,,,,,,,,
Well_45,Berezovskoe,782.1,,,,,,,,,
Well_45,Berezovskoe,782.2,,,,,,,,,
Well_45,Berezovskoe,782.3,,,,,,,,,
Well_45,Berezovskoe,782.4,,,,,,,,,
Well_45,Berezovskoe,782.5,,,,,,,,,
Well_45,Berezovskoe,782.6,,,,,,,,,
Well_45,Berezovskoe,782.7,,,,,,,,,
Well_45,Berezovskoe,782.8,,,,,,,,,
Well_45,Berezovskoe,782.9,,,,,,,,,
Well_45,Berezovskoe,783.0,,,,,,,,,
Well_45,Berezovskoe,783.1,,,,,,,,,
Well_45,Berezovskoe,783.2,,,,,,,,,
Well_45,Berezovskoe,783.3,,,,,,,,,
Well_45,Berezovskoe,783.4,,,,,,,,,
Well_45,Berezovskoe,783.5,,,,,,,,,
Well_45,Berezovskoe,783.6,,,,,,,,,
Well_45,Berezovskoe,783.7,,,,,,,,,
Well_45,Berezovskoe,783.8,,,,,,,,,
Well_45,Berezovskoe,783.9,,,,,,,,,
Well_45,Berezovskoe,784.0,,,,,,,,,
Well_45,Berezovskoe,784.1,,,,,,,,,
Well_45,Berezovskoe,784.2,,,,,,,,,
Well_45,Berezovskoe,784.3,,,,,,,,,
Well_45,Berezovskoe,784.4,,,,,,,,,
Well_45,Berezovskoe,784.5,,,,,,,,,
Well_45,Berezovskoe,784.6,,,,,,,,,
Well_45,Berezovskoe,784.7,,,,,,,,,
Well_45,Berezovskoe,784.8,,,,,,,,,
Well_45,Berezovskoe,784.9,,,,,,,,,
Well_45,Berezovskoe,785.0,,,,,,,,,
Well_45,Berezovskoe,785.1,,,,,,,,,
Well_45,Berezovskoe,785.2,,,,,,,,,
Well_45,Berezovskoe,785.3,,,,,,,,,
Well_45,Berezovskoe,785.4,,,,,,,,,
Well_45,Berezovskoe,785.5,,,,,,,,,
Well_45,Berezovskoe,785.6,,,,,,,,,
Well_45,Berezovskoe,785.7,,,,,,,,,
Well_45,Berezovskoe,785.8,,,,,,,,,
