WELL_ID,X_M,Y_M,ZONE,DATA_TYPE,DEPTH_M,POROSITY,PERMEABILITY_MD,DENSITY_GCC,WATER_SATURATION,OIL_SATURATION,LAB_ID,YEAR,PZ,PS,GK,NGK
Well_42,3902,3589,Зона_Б,gis,1651.2,nan,nan,nan,nan,nan,nan,nan,40.188,71.51,6.097,99.44
Well_42,3902,3589,Зона_Б,gis,1651.7,nan,nan,nan,nan,nan,nan,nan,16.438,73.78,6.253,112.44
Well_42,3902,3589,Зона_Б,gis,1652.2,nan,nan,nan,nan,nan,nan,nan,25.551,65.94,6.182,106.47
Well_42,3902,3589,Зона_Б,gis,1652.7,nan,nan,nan,nan,nan,nan,nan,42.253,68.2,5.922,95.24
Well_42,3902,3589,Зона_Б,gis,1653.2,nan,nan,nan,nan,nan,nan,nan,nan,71.37,6.352,115.58
Well_42,3902,3589,Зона_Б,gis,1653.7,nan,nan,nan,nan,nan,nan,nan,24.743,72.89,6.305,113.43
Well_42,3902,3589,Зона_Б,gis,1654.2,nan,nan,nan,nan,nan,nan,nan,16.177,67.79,6.498,105.58
Well_42,3902,3589,Зона_Б,gis,1654.7,nan,nan,nan,nan,nan,nan,nan,22.918,71.48,5.738,98.93
Well_42,3902,3589,Зона_Б,gis,1655.2,nan,nan,nan,nan,nan,nan,nan,21.311,69.93,5.641,110.67
Well_42,3902,3589,Зона_Б,gis,1655.7,nan,nan,nan,nan,nan,nan,nan,28.75,66.74,5.878,109.26
Well_42,3902,3589,Зона_Б,gis,1656.2,nan,nan,nan,nan,nan,nan,nan,21.436,66.02,6.3,111.39
Well_42,3902,3589,Зона_Б,gis,1656.7,nan,nan,nan,nan,nan,nan,nan,20.642,67.81,6.157,111.82
Well_42,3902,3589,Зона_Б,gis,1657.2,nan,nan,nan,nan,nan,nan,nan,14.981,76.53,5.774,108.16
Well_42,3902,3589,Зона_Б,gis,1657.7,nan,nan,nan,nan,nan,nan,nan,33.073,65.24,5.275,113.18
Well_42,3902,3589,Зона_Б,gis,1658.2,nan,nan,nan,nan,nan,nan,nan,22.661,69.85,6.165,109.21
Well_42,3902,3589,Зона_Б,gis,1658.7,nan,nan,nan,nan,nan,nan,nan,18.839,nan,6.308,103.44
Well_42,3902,3589,Зона_Б,gis,1659.2,nan,nan,nan,nan,nan,nan,nan,15.823,70.41,6.343,104.53
Well_42,3902,3589,Зона_Б,gis,1659.7,nan,nan,nan,nan,nan,nan,nan,19.565,67.05,6.484,119.84
Well_42,3902,3589,Зона_Б,gis,1660.2,nan,nan,nan,nan,nan,nan,nan,47.37,67.94,5.952,115.26
Well_42,3902,3589,Зона_Б,gis,1660.7,nan,nan,nan,nan,nan,nan,nan,37.941,70.55,5.99,107.28
Well_42,3902,3589,Зона_Б,gis,1661.2,nan,nan,nan,nan,nan,nan,nan,49.016,75.91,5.986,112.71
Well_42,3902,3589,Зона_Б,gis,1661.7,nan,nan,nan,nan,nan,nan,nan,nan,63.92,6.423,116.01
Well_42,3902,3589,Зона_Б,gis,1662.2,nan,nan,nan,nan,nan,nan,nan,15.851,69.97,7.155,119.48
Well_42,3902,3589,Зона_Б,gis,1662.7,nan,nan,nan,nan,nan,nan,nan,28.845,69.94,5.878,112.41
Well_42,3902,3589,Зона_Б,gis,1663.2,nan,nan,nan,nan,nan,nan,nan,24.585,77.59,5.887,103.63
Well_42,3902,3589,Зона_Б,gis,1663.7,nan,nan,nan,nan,nan,nan,nan,23.031,nan,6.02,106.87
Well_42,3902,3589,Зона_Б,gis,1664.2,nan,nan,nan,nan,nan,nan,nan,33.837,65.54,6.299,115.88
Well_42,3902,3589,Зона_Б,gis,1664.7,nan,nan,nan,nan,nan,nan,nan,32.273,73.01,nan,107.37
Well_42,3902,3589,Зона_Б,gis,1665.2,nan,nan,nan,nan,nan,nan,nan,13.633,67.07,6.373,108.26
Well_42,3902,3589,Зона_Б,gis,1665.7,nan,nan,nan,nan,nan,nan,nan,52.9,68.49,5.812,103.96
Well_42,3902,3589,Зона_Б,gis,1666.2,nan,nan,nan,nan,nan,nan,nan,41.98,76.6,6.123,109.04
Well_42,3902,3589,Зона_Б,gis,1666.7,nan,nan,nan,nan,nan,nan,nan,19.625,66.98,5.68,118.95
Well_42,3902,3589,Зона_Б,gis,1667.2,nan,nan,nan,nan,nan,nan,nan,48.669,71.55,6.889,118.33
Well_42,3902,3589,Зона_Б,gis,1667.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1668.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1668.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1669.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1669.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1670.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1670.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1671.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1671.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1672.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1672.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1673.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1673.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1674.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1674.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1675.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1675.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1676.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1676.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1677.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1677.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1678.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1678.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1679.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1679.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1680.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1680.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1681.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1681.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1682.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1682.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1683.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1683.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1684.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1684.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1685.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1685.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1686.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1686.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1687.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1687.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1688.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1688.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1689.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1689.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1690.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1690.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1691.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1691.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1692.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1692.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1693.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1693.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1694.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1694.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1695.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1695.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1696.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1696.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1697.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1697.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1698.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1698.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1699.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1699.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1700.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1700.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1701.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1701.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1702.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1702.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1703.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1703.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1704.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1704.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1705.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1705.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1706.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1706.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1707.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1707.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1708.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1708.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1709.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1709.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1710.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1710.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1711.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1711.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1712.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1712.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1713.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1713.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1714.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1714.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1715.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1715.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1716.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1716.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1717.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1717.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1718.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1718.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1719.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1719.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1720.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1720.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1721.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1721.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1722.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1722.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1723.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1723.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1724.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1724.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1725.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1725.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1726.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1726.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1727.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1727.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1728.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1728.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1729.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1729.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1730.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1730.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_42,3902,3589,Зона_Б,gis,1731.2,nan,nan,nan,nan,nan,nan,nan,8.791,64.59,7.287,122.95
Well_42,3902,3589,Зона_Б,gis,1731.7,nan,nan,nan,nan,nan,nan,nan,56.15,68.22,7.111,103.57
Well_42,3902,3589,Зона_Б,gis,1732.2,nan,nan,nan,nan,nan,nan,nan,nan,70.66,7.555,nan
Well_42,3902,3589,Зона_Б,gis,1732.7,nan,nan,nan,nan,nan,nan,nan,48.65,71.56,4.955,103.46
Well_42,3902,3589,Зона_Б,gis,1733.2,nan,nan,nan,nan,nan,nan,nan,25.177,73.65,nan,113.1
Well_42,3902,3589,Зона_Б,gis,1733.7,nan,nan,nan,nan,nan,nan,nan,21.689,69.29,4.747,106.3
Well_42,3902,3589,Зона_Б,gis,1734.2,nan,nan,nan,nan,nan,nan,nan,18.244,73.86,5.78,112.23
Well_42,3902,3589,Зона_Б,gis,1734.7,nan,nan,nan,nan,nan,nan,nan,nan,72.53,5.868,99.61
Well_42,3902,3589,Зона_Б,gis,1735.2,nan,nan,nan,nan,nan,nan,nan,30.967,73.13,6.29,116.25
Well_42,3902,3589,Зона_Б,gis,1735.7,nan,nan,nan,nan,nan,nan,nan,21.764,70.94,6.279,97.63
Well_42,3902,3589,Зона_Б,gis,1736.2,nan,nan,nan,nan,nan,nan,nan,nan,67.99,6.705,108.71
Well_42,3902,3589,Зона_Б,gis,1736.7,nan,nan,nan,nan,nan,nan,nan,20.963,72.15,6.116,106.33
Well_42,3902,3589,Зона_Б,gis,1737.2,nan,nan,nan,nan,nan,nan,nan,20.493,67.43,6.129,101.28
Well_42,3902,3589,Зона_Б,gis,1737.7,nan,nan,nan,nan,nan,nan,nan,17.298,73.59,6.507,112.08
Well_42,3902,3589,Зона_Б,gis,1738.2,nan,nan,nan,nan,nan,nan,nan,24.677,68.73,5.719,116.41
Well_42,3902,3589,Зона_Б,gis,1738.7,nan,nan,nan,nan,nan,nan,nan,21.853,70.04,nan,111.95
Well_42,3902,3589,Зона_Б,gis,1739.2,nan,nan,nan,nan,nan,nan,nan,17.106,69.23,7.247,116.9
Well_42,3902,3589,Зона_Б,gis,1739.7,nan,nan,nan,nan,nan,nan,nan,22.257,71.47,5.805,99.15
Well_42,3902,3589,Зона_Б,gis,1740.2,nan,nan,nan,nan,nan,nan,nan,43.317,71.56,5.471,107.47
Well_42,3902,3589,Зона_Б,gis,1740.7,nan,nan,nan,nan,nan,nan,nan,23.096,66.5,6.217,110.32
Well_42,3902,3589,Зона_Б,gis,1741.2,nan,nan,nan,nan,nan,nan,nan,nan,75.24,5.304,93.05
Well_42,3902,3589,Зона_Б,gis,1741.7,nan,nan,nan,nan,nan,nan,nan,30.508,74.16,5.334,113.16
Well_42,3902,3589,Зона_Б,gis,1742.2,nan,nan,nan,nan,nan,nan,nan,28.267,74.86,4.886,99.26
Well_42,3902,3589,Зона_Б,gis,1742.7,nan,nan,nan,nan,nan,nan,nan,20.029,75.72,6.108,103.38
Well_42,3902,3589,Зона_Б,gis,1743.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.229,114.5
Well_42,3902,3589,Зона_Б,gis,1743.7,nan,nan,nan,nan,nan,nan,nan,38.275,71.62,6.099,116.51
Well_42,3902,3589,Зона_Б,gis,1744.2,nan,nan,nan,nan,nan,nan,nan,53.779,73.04,6.186,103.11
