well_id,x,y,zone,type,depth_m,porosity,perm_md,density,sw,so,lab,year,PZ,PS,GK,NGK
Well_31,2514,2935,Зона_Б,core,2989.6,0.1311,2.34,2.456,0.4317,0.3738,Lab_B,2012.0,,,,
Well_31,2514,2935,Зона_Б,gis,1678.0,,,,,,,,12.712,69.12,6.569,110.72
Well_31,2514,2935,Зона_Б,gis,1678.5,,,,,,,,28.929,55.51,7.125,116.18
Well_31,2514,2935,Зона_Б,gis,1679.0,,,,,,,,16.177,64.67,7.02,104.69
Well_31,2514,2935,Зона_Б,gis,1679.5,,,,,,,,36.747,67.65,7.246,114.79
Well_31,2514,2935,Зона_Б,gis,1680.0,,,,,,,,24.803,65.49,6.7,127.74
Well_31,2514,2935,Зона_Б,gis,1680.5,,,,,,,,37.431,68.62,6.589,112.14
Well_31,2514,2935,Зона_Б,gis,1681.0,,,,,,,,31.975,78.36,6.496,106.4
Well_31,2514,2935,Зона_Б,gis,1681.5,,,,,,,,43.595,65.51,6.257,121.94
Well_31,2514,2935,Зона_Б,gis,1682.0,,,,,,,,22.498,66.62,6.285,111.95
Well_31,2514,2935,Зона_Б,gis,1682.5,,,,,,,,14.398,68.22,6.259,122.13
Well_31,2514,2935,Зона_Б,gis,1683.0,,,,,,,,60.291,72.72,7.044,109.94
Well_31,2514,2935,Зона_Б,gis,1683.5,,,,,,,,15.393,,6.687,118.34
Well_31,2514,2935,Зона_Б,gis,1684.0,,,,,,,,30.924,64.02,6.36,112.58
Well_31,2514,2935,Зона_Б,gis,1684.5,,,,,,,,29.728,62.53,7.352,124.32
Well_31,2514,2935,Зона_Б,gis,1685.0,,,,,,,,33.698,,6.124,110.17
Well_31,2514,2935,Зона_Б,gis,1685.5,,,,,,,,17.754,65.67,6.389,116.65
Well_31,2514,2935,Зона_Б,gis,1686.0,,,,,,,,18.31,62.45,8.451,126.55
Well_31,2514,2935,Зона_Б,gis,1686.5,,,,,,,,29.202,64.81,7.028,122.53
Well_31,2514,2935,Зона_Б,gis,1687.0,,,,,,,,22.315,67.57,6.54,113.76
Well_31,2514,2935,Зона_Б,gis,1687.5,,,,,,,,19.271,73.87,6.251,117.58
Well_31,2514,2935,Зона_Б,gis,1688.0,,,,,,,,,70.94,5.907,108.14
Well_31,2514,2935,Зона_Б,gis,1688.5,,,,,,,,19.225,66.62,6.651,110.59
Well_31,2514,2935,Зона_Б,gis,1689.0,,,,,,,,12.584,65.79,6.638,124.46
Well_31,2514,2935,Зона_Б,gis,1689.5,,,,,,,,22.96,65.13,7.191,111.22
Well_31,2514,2935,Зона_Б,gis,1690.0,,,,,,,,17.026,65.76,6.892,121.61
Well_31,2514,2935,Зона_Б,gis,1690.5,,,,,,,,44.125,65.26,5.859,122.72
Well_31,2514,2935,Зона_Б,gis,1691.0,,,,,,,,14.11,65.3,6.376,112.95
Well_31,2514,2935,Зона_Б,gis,1691.5,,,,,,,,28.04,72.0,7.174,116.82
Well_31,2514,2935,Зона_Б,gis,1692.0,,,,,,,,25.166,62.45,6.581,116.04
Well_31,2514,2935,Зона_Б,gis,1692.5,,,,,,,,26.959,64.66,7.066,122.9
Well_31,2514,2935,Зона_Б,gis,1693.0,,,,,,,,14.195,72.0,6.726,118.63
Well_31,2514,2935,Зона_Б,gis,1693.5,,,,,,,,22.686,66.47,5.972,118.36
Well_31,2514,2935,Зона_Б,gis,1694.0,,,,,,,,21.041,74.01,7.033,119.1
Well_31,2514,2935,Зона_Б,gis,1694.5,,,,,,,,27.92,74.66,7.483,106.35
Well_31,2514,2935,Зона_Б,gis,1695.0,,,,,,,,15.789,65.47,6.225,118.07
Well_31,2514,2935,Зона_Б,gis,1695.5,,,,,,,,20.081,67.12,,122.14
Well_31,2514,2935,Зона_Б,gis,1696.0,,,,,,,,21.358,62.01,6.501,123.13
Well_31,2514,2935,Зона_Б,gis,1696.5,,,,,,,,24.821,79.71,6.46,119.59
Well_31,2514,2935,Зона_Б,gis,1697.0,,,,,,,,16.677,72.29,6.338,102.4
Well_31,2514,2935,Зона_Б,gis,1697.5,,,,,,,,40.742,68.31,6.026,102.78
Well_31,2514,2935,Зона_Б,gis,1698.0,,,,,,,,15.299,71.3,6.171,108.13
Well_31,2514,2935,Зона_Б,gis,1698.5,,,,,,,,22.486,71.63,6.188,100.31
Well_31,2514,2935,Зона_Б,gis,1699.0,,,,,,,,33.245,62.73,6.63,121.69
Well_31,2514,2935,Зона_Б,gis,1699.5,,,,,,,,19.169,70.29,5.097,112.63
Well_31,2514,2935,Зона_Б,gis,1700.0,,,,,,,,23.077,65.13,6.693,107.99
Well_31,2514,2935,Зона_Б,gis,1700.5,,,,,,,,27.386,66.69,7.366,112.61
Well_31,2514,2935,Зона_Б,gis,1701.0,,,,,,,,21.026,61.48,6.701,118.44
Well_31,2514,2935,Зона_Б,gis,1701.5,,,,,,,,21.461,67.98,6.734,131.83
Well_31,2514,2935,Зона_Б,gis,1702.0,,,,,,,,23.638,66.63,6.232,119.66
Well_31,2514,2935,Зона_Б,gis,1702.5,,,,,,,,40.804,62.06,7.057,
Well_31,2514,2935,Зона_Б,gis,1703.0,,,,,,,,25.548,70.33,6.458,105.85
Well_31,2514,2935,Зона_Б,gis,1703.5,,,,,,,,41.807,72.06,6.8,115.38
Well_31,2514,2935,Зона_Б,gis,1704.0,,,,,,,,14.597,61.33,6.486,121.25
Well_31,2514,2935,Зона_Б,gis,1704.5,,,,,,,,22.6,63.76,7.201,115.92
Well_31,2514,2935,Зона_Б,gis,1705.0,,,,,,,,25.068,65.74,7.291,117.44
Well_31,2514,2935,Зона_Б,gis,1705.5,,,,,,,,26.247,51.62,7.853,130.17
Well_31,2514,2935,Зона_Б,gis,1706.0,,,,,,,,16.357,70.6,5.915,115.89
Well_31,2514,2935,Зона_Б,gis,1706.5,,,,,,,,24.117,66.77,5.896,108.49
Well_31,2514,2935,Зона_Б,gis,1707.0,,,,,,,,35.286,66.82,6.921,113.3
Well_31,2514,2935,Зона_Б,gis,1707.5,,,,,,,,31.706,70.07,6.766,123.2
Well_31,2514,2935,Зона_Б,gis,1708.0,,,,,,,,45.749,64.79,6.704,118.64
Well_31,2514,2935,Зона_Б,gis,1708.5,,,,,,,,26.857,73.63,5.37,111.1
Well_31,2514,2935,Зона_Б,gis,1709.0,,,,,,,,23.107,67.18,7.047,132.89
Well_31,2514,2935,Зона_Б,gis,1709.5,,,,,,,,20.041,68.01,6.942,124.24
Well_31,2514,2935,Зона_Б,gis,1710.0,,,,,,,,27.567,70.73,7.588,116.09
Well_31,2514,2935,Зона_Б,gis,1710.5,,,,,,,,19.904,64.79,6.264,124.23
Well_31,2514,2935,Зона_Б,gis,1711.0,,,,,,,,23.787,57.79,8.002,129.42
Well_31,2514,2935,Зона_Б,gis,1711.5,,,,,,,,22.585,68.27,6.121,118.97
Well_31,2514,2935,Зона_Б,gis,1712.0,,,,,,,,27.041,67.65,5.373,108.48
Well_31,2514,2935,Зона_Б,gis,1712.5,,,,,,,,27.472,64.35,6.839,115.77
Well_31,2514,2935,Зона_Б,gis,1713.0,,,,,,,,20.829,67.02,5.268,118.35
Well_31,2514,2935,Зона_Б,gis,1713.5,,,,,,,,28.402,61.52,7.593,116.26
Well_31,2514,2935,Зона_Б,gis,1714.0,,,,,,,,15.349,63.92,6.667,114.58
Well_31,2514,2935,Зона_Б,gis,1714.5,,,,,,,,20.394,62.18,6.566,125.57
Well_31,2514,2935,Зона_Б,gis,1715.0,,,,,,,,,67.2,6.542,122.18
Well_31,2514,2935,Зона_Б,gis,1715.5,,,,,,,,31.891,62.97,6.933,126.4
Well_31,2514,2935,Зона_Б,gis,1716.0,,,,,,,,12.316,61.31,7.162,128.23
Well_31,2514,2935,Зона_Б,gis,1716.5,,,,,,,,16.764,64.82,8.167,121.49
Well_31,2514,2935,Зона_Б,gis,1717.0,,,,,,,,27.518,72.11,6.099,109.39
Well_31,2514,2935,Зона_Б,gis,1717.5,,,,,,,,22.449,68.46,5.986,115.77
Well_31,2514,2935,Зона_Б,gis,1718.0,,,,,,,,20.005,65.39,6.473,105.9
Well_31,2514,2935,Зона_Б,gis,1718.5,,,,,,,,35.265,64.16,6.853,124.29
Well_31,2514,2935,Зона_Б,gis,1719.0,,,,,,,,33.074,64.09,7.422,
Well_31,2514,2935,Зона_Б,gis,1719.5,,,,,,,,16.154,64.75,6.446,130.3
Well_31,2514,2935,Зона_Б,gis,1720.0,,,,,,,,20.019,69.69,5.987,119.73
Well_31,2514,2935,Зона_Б,gis,1720.5,,,,,,,,,63.34,6.964,108.44
Well_31,2514,2935,Зона_Б,gis,1721.0,,,,,,,,30.138,58.57,7.371,126.92
Well_31,2514,2935,Зона_Б,gis,1721.5,,,,,,,,15.453,65.49,7.121,118.03
Well_31,2514,2935,Зона_Б,gis,1722.0,,,,,,,,25.089,66.2,7.658,125.94
Well_31,2514,2935,Зона_Б,gis,1722.5,,,,,,,,18.034,63.75,5.965,123.61
Well_31,2514,2935,Зона_Б,gis,1723.0,,,,,,,,29.395,64.11,6.486,114.76
Well_31,2514,2935,Зона_Б,gis,1723.5,,,,,,,,25.911,65.17,5.934,118.82
Well_31,2514,2935,Зона_Б,gis,1724.0,,,,,,,,18.237,60.1,6.642,119.14
Well_31,2514,2935,Зона_Б,gis,1724.5,,,,,,,,24.402,,6.711,113.79
Well_31,2514,2935,Зона_Б,gis,1725.0,,,,,,,,14.036,68.14,7.527,120.89
Well_31,2514,2935,Зона_Б,gis,1725.5,,,,,,,,19.505,66.07,6.873,124.73
Well_31,2514,2935,Зона_Б,gis,1726.0,,,,,,,,17.866,59.4,7.637,121.87
Well_31,2514,2935,Зона_Б,gis,1726.5,,,,,,,,16.805,58.37,6.475,129.99
Well_31,2514,2935,Зона_Б,gis,1727.0,,,,,,,,26.364,66.79,6.238,112.42
Well_31,2514,2935,Зона_Б,gis,1727.5,,,,,,,,16.827,64.38,7.755,130.53
Well_31,2514,2935,Зона_Б,gis,1728.0,,,,,,,,16.492,66.15,7.197,127.82
Well_31,2514,2935,Зона_Б,gis,1728.5,,,,,,,,20.386,66.49,6.893,122.42
Well_31,2514,2935,Зона_Б,gis,1729.0,,,,,,,,33.5,74.55,8.083,115.01
Well_31,2514,2935,Зона_Б,gis,1729.5,,,,,,,,17.552,62.12,7.319,125.28
Well_31,2514,2935,Зона_Б,gis,1730.0,,,,,,,,18.184,69.25,5.569,117.27
Well_31,2514,2935,Зона_Б,gis,1730.5,,,,,,,,28.257,59.73,7.007,122.65
Well_31,2514,2935,Зона_Б,gis,1731.0,,,,,,,,15.504,66.51,5.967,111.38
Well_31,2514,2935,Зона_Б,gis,1731.5,,,,,,,,17.873,62.37,5.965,112.13
Well_31,2514,2935,Зона_Б,gis,1732.0,,,,,,,,30.671,65.36,7.367,128.15
Well_31,2514,2935,Зона_Б,gis,1732.5,,,,,,,,,66.03,6.688,120.49
Well_31,2514,2935,Зона_Б,gis,1733.0,,,,,,,,27.629,63.54,7.402,112.67
Well_31,2514,2935,Зона_Б,gis,1733.5,,,,,,,,31.691,65.64,6.499,123.4
Well_31,2514,2935,Зона_Б,gis,1734.0,,,,,,,,14.408,62.9,7.809,
Well_31,2514,2935,Зона_Б,gis,1734.5,,,,,,,,25.03,69.95,7.214,119.51
Well_31,2514,2935,Зона_Б,gis,1735.0,,,,,,,,23.637,59.21,6.835,128.57
Well_31,2514,2935,Зона_Б,gis,1735.5,,,,,,,,32.355,65.33,7.166,119.43
Well_31,2514,2935,Зона_Б,gis,1736.0,,,,,,,,17.522,66.87,6.734,124.48
Well_31,2514,2935,Зона_Б,gis,1736.5,,,,,,,,20.173,62.04,6.433,120.12
Well_31,2514,2935,Зона_Б,gis,1737.0,,,,,,,,23.487,62.07,6.641,116.67
Well_31,2514,2935,Зона_Б,gis,1737.5,,,,,,,,23.173,65.29,7.043,116.06
Well_31,2514,2935,Зона_Б,gis,1738.0,,,,,,,,11.693,68.92,7.334,120.33
Well_31,2514,2935,Зона_Б,gis,1738.5,,,,,,,,14.084,66.37,6.783,121.07
Well_31,2514,2935,Зона_Б,gis,1739.0,,,,,,,,17.377,63.98,7.055,117.07
Well_31,2514,2935,Зона_Б,gis,1739.5,,,,,,,,31.675,,6.843,
Well_31,2514,2935,Зона_Б,gis,1740.0,,,,,,,,21.8,62.42,7.523,117.76
Well_31,2514,2935,Зона_Б,gis,1740.5,,,,,,,,36.899,,7.269,122.75
Well_31,2514,2935,Зона_Б,gis,1741.0,,,,,,,,27.433,72.26,6.369,121.92
Well_31,2514,2935,Зона_Б,gis,1741.5,,,,,,,,31.635,63.72,6.352,122.89
Well_31,2514,2935,Зона_Б,gis,1742.0,,,,,,,,19.568,63.84,6.582,123.34
Well_31,2514,2935,Зона_Б,gis,1742.5,,,,,,,,,72.78,6.637,116.92
Well_31,2514,2935,Зона_Б,gis,1743.0,,,,,,,,15.215,65.91,7.745,110.16
Well_31,2514,2935,Зона_Б,gis,1743.5,,,,,,,,18.94,60.01,,120.4
Well_31,2514,2935,Зона_Б,gis,1744.0,,,,,,,,14.377,56.17,6.497,
Well_31,2514,2935,Зона_Б,gis,1744.5,,,,,,,,29.59,76.99,6.892,115.92
Well_31,2514,2935,Зона_Б,gis,1745.0,,,,,,,,29.607,64.99,7.402,119.12
Well_31,2514,2935,Зона_Б,gis,1745.5,,,,,,,,27.244,62.33,6.991,128.51
Well_31,2514,2935,Зона_Б,gis,1746.0,,,,,,,,26.792,66.54,7.136,
Well_31,2514,2935,Зона_Б,gis,1746.5,,,,,,,,,61.66,7.228,120.38
Well_31,2514,2935,Зона_Б,gis,1747.0,,,,,,,,26.228,60.79,7.556,131.55
Well_31,2514,2935,Зона_Б,gis,1747.5,,,,,,,,15.184,61.88,6.865,122.94
Well_31,2514,2935,Зона_Б,gis,1748.0,,,,,,,,24.356,71.02,7.109,126.23
Well_31,2514,2935,Зона_Б,gis,1748.5,,,,,,,,,62.28,8.316,122.7
Well_31,2514,2935,Зона_Б,gis,1749.0,,,,,,,,19.252,67.13,6.868,121.05
Well_31,2514,2935,Зона_Б,gis,1749.5,,,,,,,,33.095,67.68,6.735,
Well_31,2514,2935,Зона_Б,gis,1750.0,,,,,,,,9.939,,6.85,122.9
Well_31,2514,2935,Зона_Б,gis,1750.5,,,,,,,,18.157,62.27,6.847,134.54
Well_31,2514,2935,Зона_Б,gis,1751.0,,,,,,,,15.567,64.84,7.238,121.3
Well_31,2514,2935,Зона_Б,gis,1751.5,,,,,,,,15.98,66.18,6.652,119.18
Well_31,2514,2935,Зона_Б,gis,1752.0,,,,,,,,32.794,72.3,6.624,117.72
Well_31,2514,2935,Зона_Б,gis,1752.5,,,,,,,,33.471,67.2,6.724,118.3
Well_31,2514,2935,Зона_Б,gis,1753.0,,,,,,,,18.491,70.54,6.26,106.29
Well_31,2514,2935,Зона_Б,gis,1753.5,,,,,,,,35.924,61.51,8.116,130.4
Well_31,2514,2935,Зона_Б,gis,1754.0,,,,,,,,14.523,60.69,5.778,125.52
Well_31,2514,2935,Зона_Б,gis,1754.5,,,,,,,,32.242,66.57,6.479,118.89
Well_31,2514,2935,Зона_Б,gis,1755.0,,,,,,,,25.786,65.19,6.846,125.61
Well_31,2514,2935,Зона_Б,gis,1755.5,,,,,,,,24.544,65.15,7.388,129.2
Well_31,2514,2935,Зона_Б,gis,1756.0,,,,,,,,27.245,67.16,7.568,120.01
Well_31,2514,2935,Зона_Б,gis,1756.5,,,,,,,,20.574,62.88,7.447,129.06
Well_31,2514,2935,Зона_Б,gis,1757.0,,,,,,,,38.472,64.71,6.861,132.67
Well_31,2514,2935,Зона_Б,gis,1757.5,,,,,,,,16.379,62.28,7.154,124.54
Well_31,2514,2935,Зона_Б,gis,1758.0,,,,,,,,30.423,67.58,6.886,108.35
Well_31,2514,2935,Зона_Б,gis,1758.5,,,,,,,,22.591,67.12,7.835,114.06
Well_31,2514,2935,Зона_Б,gis,1759.0,,,,,,,,23.313,66.17,6.825,109.67
Well_31,2514,2935,Зона_Б,gis,1759.5,,,,,,,,19.926,70.7,7.63,123.01
Well_31,2514,2935,Зона_Б,gis,1760.0,,,,,,,,22.793,67.61,,113.8
Well_31,2514,2935,Зона_Б,gis,1760.5,,,,,,,,14.228,61.8,7.34,120.31
Well_31,2514,2935,Зона_Б,gis,1761.0,,,,,,,,20.442,64.35,7.624,124.6
Well_31,2514,2935,Зона_Б,gis,1761.5,,,,,,,,37.717,66.42,6.617,113.96
Well_31,2514,2935,Зона_Б,gis,1762.0,,,,,,,,18.257,69.04,6.856,106.31
Well_31,2514,2935,Зона_Б,gis,1762.5,,,,,,,,36.429,57.88,7.241,116.3
Well_31,2514,2935,Зона_Б,gis,1763.0,,,,,,,,19.221,67.12,7.418,123.91
Well_31,2514,2935,Зона_Б,gis,1763.5,,,,,,,,17.969,60.81,6.667,123.14
Well_31,2514,2935,Зона_Б,gis,1764.0,,,,,,,,29.353,64.43,6.674,114.91
Well_31,2514,2935,Зона_Б,gis,1764.5,,,,,,,,30.036,58.79,6.787,122.71
Well_31,2514,2935,Зона_Б,gis,1765.0,,,,,,,,31.291,67.81,6.579,113.61
Well_31,2514,2935,Зона_Б,gis,1765.5,,,,,,,,,67.62,7.514,122.47
Well_31,2514,2935,Зона_Б,gis,1766.0,,,,,,,,20.357,59.11,7.936,125.41
Well_31,2514,2935,Зона_Б,gis,1766.5,,,,,,,,36.258,64.53,7.15,121.64
Well_31,2514,2935,Зона_Б,gis,1767.0,,,,,,,,38.613,67.99,6.561,116.51
Well_31,2514,2935,Зона_Б,gis,1767.5,,,,,,,,28.969,67.25,5.093,117.51
Well_31,2514,2935,Зона_Б,gis,1768.0,,,,,,,,20.107,57.05,7.246,128.15
Well_31,2514,2935,Зона_Б,gis,1768.5,,,,,,,,24.552,68.37,6.176,124.6
Well_31,2514,2935,Зона_Б,gis,1769.0,,,,,,,,33.631,69.42,7.144,117.38
Well_31,2514,2935,Зона_Б,gis,1769.5,,,,,,,,35.012,63.76,7.108,112.13
Well_31,2514,2935,Зона_Б,gis,1770.0,,,,,,,,16.861,68.51,6.517,117.0
Well_31,2514,2935,Зона_Б,gis,1770.5,,,,,,,,30.051,67.6,7.346,118.21
Well_31,2514,2935,Зона_Б,gis,1771.0,,,,,,,,23.08,72.15,6.889,116.53
Well_31,2514,2935,Зона_Б,gis,1771.5,,,,,,,,28.094,68.05,6.438,120.97
Well_31,2514,2935,Зона_Б,gis,1772.0,,,,,,,,18.459,57.6,8.649,146.31
Well_31,2514,2935,Зона_Б,gis,1772.5,,,,,,,,18.793,66.72,7.762,122.76
Well_31,2514,2935,Зона_Б,gis,1773.0,,,,,,,,21.8,64.15,7.426,123.11
Well_31,2514,2935,Зона_Б,gis,1773.5,,,,,,,,35.437,68.75,6.221,
Well_31,2514,2935,Зона_Б,gis,1774.0,,,,,,,,27.207,,6.554,116.12
Well_31,2514,2935,Зона_Б,gis,1774.5,,,,,,,,21.014,67.54,7.236,117.37
Well_31,2514,2935,Зона_Б,gis,1775.0,,,,,,,,13.196,,7.714,120.81
Well_31,2514,2935,Зона_Б,gis,1775.5,,,,,,,,26.586,74.45,,109.0
Well_31,2514,2935,Зона_Б,gis,1776.0,,,,,,,,15.657,70.9,7.517,116.13
Well_31,2514,2935,Зона_Б,gis,1776.5,,,,,,,,19.565,71.81,6.76,98.5
Well_31,2514,2935,Зона_Б,gis,1777.0,,,,,,,,52.662,68.43,6.626,105.07
Well_31,2514,2935,Зона_Б,gis,1777.5,,,,,,,,,72.13,6.272,102.13
Well_31,2514,2935,Зона_Б,gis,1778.0,,,,,,,,13.288,69.23,6.171,116.96
Well_31,2514,2935,Зона_Б,gis,1778.5,,,,,,,,29.56,71.04,6.072,115.52
Well_31,2514,2935,Зона_Б,gis,1779.0,,,,,,,,21.955,72.65,6.756,107.74
Well_31,2514,2935,Зона_Б,gis,1779.5,,,,,,,,60.993,69.06,6.827,111.5
Well_31,2514,2935,Зона_Б,gis,1780.0,,,,,,,,26.089,64.45,7.583,127.08
Well_31,2514,2935,Зона_Б,gis,1780.5,,,,,,,,17.85,69.63,7.366,120.68
Well_31,2514,2935,Зона_Б,gis,1781.0,,,,,,,,,64.96,5.944,115.17
Well_31,2514,2935,Зона_Б,gis,1781.5,,,,,,,,47.894,66.16,6.926,119.82
Well_31,2514,2935,Зона_Б,gis,1782.0,,,,,,,,33.556,71.19,6.102,109.01
Well_31,2514,2935,Зона_Б,gis,1782.5,,,,,,,,52.134,61.49,7.329,124.81
Well_31,2514,2935,Зона_Б,gis,1783.0,,,,,,,,25.307,74.18,6.874,119.53
Well_31,2514,2935,Зона_Б,gis,1783.5,,,,,,,,36.763,67.59,6.287,111.86
Well_31,2514,2935,Зона_Б,gis,1784.0,,,,,,,,24.377,60.35,6.649,119.32
Well_31,2514,2935,Зона_Б,gis,1784.5,,,,,,,,26.62,62.76,6.46,117.51
Well_31,2514,2935,Зона_Б,gis,1785.0,,,,,,,,31.02,64.64,7.21,112.34
Well_31,2514,2935,Зона_Б,gis,1785.5,,,,,,,,19.378,68.48,6.483,119.39
Well_31,2514,2935,Зона_Б,gis,1786.0,,,,,,,,18.335,66.4,5.891,119.04
Well_31,2514,2935,Зона_Б,gis,1786.5,,,,,,,,28.829,65.32,7.199,119.38
Well_31,2514,2935,Зона_Б,gis,1787.0,,,,,,,,21.644,73.64,5.425,111.22
Well_31,2514,2935,Зона_Б,gis,1787.5,,,,,,,,24.961,75.41,6.423,114.83
Well_31,2514,2935,Зона_Б,gis,1788.0,,,,,,,,21.524,65.26,6.126,107.39
Well_31,2514,2935,Зона_Б,gis,1788.5,,,,,,,,27.317,69.23,6.319,114.29
Well_31,2514,2935,Зона_Б,gis,1789.0,,,,,,,,22.844,66.47,6.624,121.96
Well_31,2514,2935,Зона_Б,gis,1789.5,,,,,,,,66.688,69.89,5.671,100.24
Well_31,2514,2935,Зона_Б,gis,1790.0,,,,,,,,45.07,62.3,7.143,122.36
Well_31,2514,2935,Зона_Б,gis,1790.5,,,,,,,,30.209,66.82,7.725,112.32
Well_31,2514,2935,Зона_Б,gis,1791.0,,,,,,,,14.513,66.93,6.853,113.04
Well_31,2514,2935,Зона_Б,gis,1791.5,,,,,,,,19.972,62.55,6.961,119.46
Well_31,2514,2935,Зона_Б,gis,1792.0,,,,,,,,36.184,66.05,6.129,117.67
Well_31,2514,2935,Зона_Б,gis,1792.5,,,,,,,,33.675,60.35,6.597,115.76
Well_31,2514,2935,Зона_Б,gis,1793.0,,,,,,,,25.319,74.03,7.336,119.96
Well_31,2514,2935,Зона_Б,gis,1793.5,,,,,,,,33.762,66.51,7.349,119.54
Well_31,2514,2935,Зона_Б,gis,1794.0,,,,,,,,48.428,57.85,7.466,131.86
Well_31,2514,2935,Зона_Б,gis,1794.5,,,,,,,,,66.29,6.514,108.32
Well_31,2514,2935,Зона_Б,gis,1795.0,,,,,,,,15.729,65.69,5.732,111.73
Well_31,2514,2935,Зона_Б,gis,1795.5,,,,,,,,42.886,72.83,5.921,109.79
Well_31,2514,2935,Зона_Б,gis,1796.0,,,,,,,,17.448,64.06,6.774,120.5
Well_31,2514,2935,Зона_Б,gis,1796.5,,,,,,,,,65.42,5.079,108.02
Well_31,2514,2935,Зона_Б,gis,1797.0,,,,,,,,27.381,62.63,7.534,124.01
Well_31,2514,2935,Зона_Б,gis,1797.5,,,,,,,,22.989,68.7,5.994,114.34
Well_31,2514,2935,Зона_Б,gis,1798.0,,,,,,,,20.046,68.99,7.296,113.89
Well_31,2514,2935,Зона_Б,gis,1798.5,,,,,,,,33.211,67.22,5.806,102.16
Well_31,2514,2935,Зона_Б,gis,1799.0,,,,,,,,,60.61,6.804,123.81
Well_31,2514,2935,Зона_Б,gis,1799.5,,,,,,,,19.175,65.76,6.955,112.79
Well_31,2514,2935,Зона_Б,gis,1800.0,,,,,,,,23.371,68.82,6.352,113.17
Well_31,2514,2935,Зона_Б,gis,1800.5,,,,,,,,16.412,64.46,,126.52
Well_31,2514,2935,Зона_Б,gis,1801.0,,,,,,,,24.912,71.61,7.332,112.32
Well_31,2514,2935,Зона_Б,gis,1801.5,,,,,,,,44.66,75.04,5.457,107.48
Well_31,2514,2935,Зона_Б,gis,1802.0,,,,,,,,31.2,68.56,5.939,111.82
