WELL_ID,X_M,Y_M,ZONE,DATA_TYPE,DEPTH_M,POROSITY,PERMEABILITY_MD,DENSITY_GCC,WATER_SATURATION,OIL_SATURATION,LAB_ID,YEAR,PZ,PS,GK,NGK
Well_45,6103,3608,Зона_В,core,1506.4,0.1285,14.66,2.486,0.5776,0.3413,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1507.5,0.1133,78.92,2.472,0.6051,0.287,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1509.9,0.1371,95.03,2.485,0.6041,0.2467,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1542.6,0.1271,11.46,2.509,0.527,0.4346,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1688.3,0.1476,49.77,2.413,0.4294,0.3562,Lab_B,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1706.9,0.1437,178.6,2.404,0.4786,0.4484,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1724.1,0.143,75.92,2.453,0.5458,0.4155,Lab_B,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1746.5,0.1355,405.86,2.426,0.384,0.5062,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1775.2,0.1874,401.47,2.369,0.404,0.429,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,core,1775.6,0.1417,4.79,2.404,0.4949,0.3096,Lab_A,2018.0,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,760.0,nan,nan,nan,nan,nan,nan,nan,7.371,58.34,7.32,140.71
Well_45,6103,3608,Зона_В,gis,760.1,nan,nan,nan,nan,nan,nan,nan,12.703,69.38,6.495,140.68
Well_45,6103,3608,Зона_В,gis,760.2,nan,nan,nan,nan,nan,nan,nan,29.3,61.8,7.573,139.56
Well_45,6103,3608,Зона_В,gis,760.3,nan,nan,nan,nan,nan,nan,nan,9.767,60.52,6.992,136.02
Well_45,6103,3608,Зона_В,gis,760.4,nan,nan,nan,nan,nan,nan,nan,16.028,68.52,6.75,146.95
Well_45,6103,3608,Зона_В,gis,760.5,nan,nan,nan,nan,nan,nan,nan,8.823,70.39,6.517,132.65
Well_45,6103,3608,Зона_В,gis,760.6,nan,nan,nan,nan,nan,nan,nan,17.069,67.79,6.09,145.06
Well_45,6103,3608,Зона_В,gis,760.7,nan,nan,nan,nan,nan,nan,nan,18.337,69.82,6.031,132.54
Well_45,6103,3608,Зона_В,gis,760.8,nan,nan,nan,nan,nan,nan,nan,21.502,71.81,6.912,139.45
Well_45,6103,3608,Зона_В,gis,760.9,nan,nan,nan,nan,nan,nan,nan,48.028,73.24,5.909,133.08
Well_45,6103,3608,Зона_В,gis,761.0,nan,nan,nan,nan,nan,nan,nan,11.946,62.49,6.089,134.22
Well_45,6103,3608,Зона_В,gis,761.1,nan,nan,nan,nan,nan,nan,nan,17.333,67.85,5.568,129.43
Well_45,6103,3608,Зона_В,gis,761.2,nan,nan,nan,nan,nan,nan,nan,10.939,71.55,6.695,142.01
Well_45,6103,3608,Зона_В,gis,761.3,nan,nan,nan,nan,nan,nan,nan,19.276,75.38,6.446,141.23
Well_45,6103,3608,Зона_В,gis,761.4,nan,nan,nan,nan,nan,nan,nan,24.613,69.71,6.06,139.98
Well_45,6103,3608,Зона_В,gis,761.5,nan,nan,nan,nan,nan,nan,nan,16.557,nan,5.99,136.3
Well_45,6103,3608,Зона_В,gis,761.6,nan,nan,nan,nan,nan,nan,nan,13.036,70.57,5.95,129.86
Well_45,6103,3608,Зона_В,gis,761.7,nan,nan,nan,nan,nan,nan,nan,17.816,73.67,5.767,131.74
Well_45,6103,3608,Зона_В,gis,761.8,nan,nan,nan,nan,nan,nan,nan,20.606,79.86,4.926,131.85
Well_45,6103,3608,Зона_В,gis,761.9,nan,nan,nan,nan,nan,nan,nan,nan,68.67,6.429,138.05
Well_45,6103,3608,Зона_В,gis,762.0,nan,nan,nan,nan,nan,nan,nan,14.878,72.88,6.36,137.81
Well_45,6103,3608,Зона_В,gis,762.1,nan,nan,nan,nan,nan,nan,nan,18.4,71.58,5.965,129.11
Well_45,6103,3608,Зона_В,gis,762.2,nan,nan,nan,nan,nan,nan,nan,13.575,73.19,4.693,128.13
Well_45,6103,3608,Зона_В,gis,762.3,nan,nan,nan,nan,nan,nan,nan,24.275,76.19,5.612,123.67
Well_45,6103,3608,Зона_В,gis,762.4,nan,nan,nan,nan,nan,nan,nan,17.009,71.72,6.268,123.89
Well_45,6103,3608,Зона_В,gis,762.5,nan,nan,nan,nan,nan,nan,nan,18.34,76.88,5.672,138.54
Well_45,6103,3608,Зона_В,gis,762.6,nan,nan,nan,nan,nan,nan,nan,15.501,77.95,4.574,137.03
Well_45,6103,3608,Зона_В,gis,762.7,nan,nan,nan,nan,nan,nan,nan,47.548,70.75,5.243,128.47
Well_45,6103,3608,Зона_В,gis,762.8,nan,nan,nan,nan,nan,nan,nan,16.267,77.22,5.482,126.03
Well_45,6103,3608,Зона_В,gis,762.9,nan,nan,nan,nan,nan,nan,nan,11.237,76.32,4.969,134.74
Well_45,6103,3608,Зона_В,gis,763.0,nan,nan,nan,nan,nan,nan,nan,9.525,74.5,5.186,131.56
Well_45,6103,3608,Зона_В,gis,763.1,nan,nan,nan,nan,nan,nan,nan,18.092,82.01,5.58,129.14
Well_45,6103,3608,Зона_В,gis,763.2,nan,nan,nan,nan,nan,nan,nan,23.166,73.02,4.328,137.73
Well_45,6103,3608,Зона_В,gis,763.3,nan,nan,nan,nan,nan,nan,nan,40.813,82.53,4.552,120.75
Well_45,6103,3608,Зона_В,gis,763.4,nan,nan,nan,nan,nan,nan,nan,24.703,76.35,5.628,135.85
Well_45,6103,3608,Зона_В,gis,763.5,nan,nan,nan,nan,nan,nan,nan,15.786,72.6,5.176,nan
Well_45,6103,3608,Зона_В,gis,763.6,nan,nan,nan,nan,nan,nan,nan,19.419,nan,6.491,138.06
Well_45,6103,3608,Зона_В,gis,763.7,nan,nan,nan,nan,nan,nan,nan,21.178,73.11,5.511,135.93
Well_45,6103,3608,Зона_В,gis,763.8,nan,nan,nan,nan,nan,nan,nan,16.452,78.12,5.226,128.02
Well_45,6103,3608,Зона_В,gis,763.9,nan,nan,nan,nan,nan,nan,nan,36.203,75.78,4.712,127.25
Well_45,6103,3608,Зона_В,gis,764.0,nan,nan,nan,nan,nan,nan,nan,14.566,70.25,5.663,138.49
Well_45,6103,3608,Зона_В,gis,764.1,nan,nan,nan,nan,nan,nan,nan,nan,78.03,5.774,131.78
Well_45,6103,3608,Зона_В,gis,764.2,nan,nan,nan,nan,nan,nan,nan,20.06,77.74,5.306,127.16
Well_45,6103,3608,Зона_В,gis,764.3,nan,nan,nan,nan,nan,nan,nan,46.262,84.49,4.69,127.91
Well_45,6103,3608,Зона_В,gis,764.4,nan,nan,nan,nan,nan,nan,nan,33.572,79.02,5.856,137.14
Well_45,6103,3608,Зона_В,gis,764.5,nan,nan,nan,nan,nan,nan,nan,nan,68.81,nan,138.39
Well_45,6103,3608,Зона_В,gis,764.6,nan,nan,nan,nan,nan,nan,nan,11.279,80.96,4.761,145.16
Well_45,6103,3608,Зона_В,gis,764.7,nan,nan,nan,nan,nan,nan,nan,22.9,82.74,5.07,119.52
Well_45,6103,3608,Зона_В,gis,764.8,nan,nan,nan,nan,nan,nan,nan,14.843,78.36,5.137,137.37
Well_45,6103,3608,Зона_В,gis,764.9,nan,nan,nan,nan,nan,nan,nan,51.355,76.37,5.285,125.39
Well_45,6103,3608,Зона_В,gis,765.0,nan,nan,nan,nan,nan,nan,nan,29.798,nan,4.819,115.69
Well_45,6103,3608,Зона_В,gis,765.1,nan,nan,nan,nan,nan,nan,nan,19.509,75.21,4.682,127.23
Well_45,6103,3608,Зона_В,gis,765.2,nan,nan,nan,nan,nan,nan,nan,nan,77.92,nan,135.92
Well_45,6103,3608,Зона_В,gis,765.3,nan,nan,nan,nan,nan,nan,nan,16.114,84.98,5.307,125.94
Well_45,6103,3608,Зона_В,gis,765.4,nan,nan,nan,nan,nan,nan,nan,30.991,79.83,5.687,140.14
Well_45,6103,3608,Зона_В,gis,765.5,nan,nan,nan,nan,nan,nan,nan,27.522,73.21,5.703,131.78
Well_45,6103,3608,Зона_В,gis,765.6,nan,nan,nan,nan,nan,nan,nan,15.054,71.98,5.329,129.14
Well_45,6103,3608,Зона_В,gis,765.7,nan,nan,nan,nan,nan,nan,nan,21.504,81.84,5.14,127.5
Well_45,6103,3608,Зона_В,gis,765.8,nan,nan,nan,nan,nan,nan,nan,nan,76.07,5.566,115.6
Well_45,6103,3608,Зона_В,gis,765.9,nan,nan,nan,nan,nan,nan,nan,21.111,nan,5.987,131.5
Well_45,6103,3608,Зона_В,gis,766.0,nan,nan,nan,nan,nan,nan,nan,12.228,86.05,4.897,123.58
Well_45,6103,3608,Зона_В,gis,766.1,nan,nan,nan,nan,nan,nan,nan,19.508,73.23,4.634,135.19
Well_45,6103,3608,Зона_В,gis,766.2,nan,nan,nan,nan,nan,nan,nan,11.911,75.63,5.923,142.7
Well_45,6103,3608,Зона_В,gis,766.3,nan,nan,nan,nan,nan,nan,nan,12.423,76.58,4.83,126.28
Well_45,6103,3608,Зона_В,gis,766.4,nan,nan,nan,nan,nan,nan,nan,34.83,74.77,5.416,125.17
Well_45,6103,3608,Зона_В,gis,766.5,nan,nan,nan,nan,nan,nan,nan,53.944,75.02,5.579,128.45
Well_45,6103,3608,Зона_В,gis,766.6,nan,nan,nan,nan,nan,nan,nan,15.963,76.39,5.348,130.4
Well_45,6103,3608,Зона_В,gis,766.7,nan,nan,nan,nan,nan,nan,nan,41.509,nan,4.455,129.36
Well_45,6103,3608,Зона_В,gis,766.8,nan,nan,nan,nan,nan,nan,nan,19.425,68.15,6.697,nan
Well_45,6103,3608,Зона_В,gis,766.9,nan,nan,nan,nan,nan,nan,nan,8.391,76.42,5.711,135.24
Well_45,6103,3608,Зона_В,gis,767.0,nan,nan,nan,nan,nan,nan,nan,12.896,73.36,5.65,125.13
Well_45,6103,3608,Зона_В,gis,767.1,nan,nan,nan,nan,nan,nan,nan,17.78,78.86,6.122,124.2
Well_45,6103,3608,Зона_В,gis,767.2,nan,nan,nan,nan,nan,nan,nan,15.132,81.64,5.474,136.76
Well_45,6103,3608,Зона_В,gis,767.3,nan,nan,nan,nan,nan,nan,nan,24.9,78.26,nan,136.15
Well_45,6103,3608,Зона_В,gis,767.4,nan,nan,nan,nan,nan,nan,nan,33.193,78.3,6.169,131.87
Well_45,6103,3608,Зона_В,gis,767.5,nan,nan,nan,nan,nan,nan,nan,23.479,75.45,4.797,124.91
Well_45,6103,3608,Зона_В,gis,767.6,nan,nan,nan,nan,nan,nan,nan,18.736,74.33,5.077,121.47
Well_45,6103,3608,Зона_В,gis,767.7,nan,nan,nan,nan,nan,nan,nan,115.747,82.7,5.58,118.98
Well_45,6103,3608,Зона_В,gis,767.8,nan,nan,nan,nan,nan,nan,nan,16.872,78.46,5.062,123.95
Well_45,6103,3608,Зона_В,gis,767.9,nan,nan,nan,nan,nan,nan,nan,19.569,75.47,5.275,128.63
Well_45,6103,3608,Зона_В,gis,768.0,nan,nan,nan,nan,nan,nan,nan,24.778,72.46,6.091,128.01
Well_45,6103,3608,Зона_В,gis,768.1,nan,nan,nan,nan,nan,nan,nan,31.987,78.25,5.338,135.43
Well_45,6103,3608,Зона_В,gis,768.2,nan,nan,nan,nan,nan,nan,nan,20.011,76.05,3.935,127.05
Well_45,6103,3608,Зона_В,gis,768.3,nan,nan,nan,nan,nan,nan,nan,34.763,70.0,6.216,132.02
Well_45,6103,3608,Зона_В,gis,768.4,nan,nan,nan,nan,nan,nan,nan,nan,71.88,6.584,120.88
Well_45,6103,3608,Зона_В,gis,768.5,nan,nan,nan,nan,nan,nan,nan,15.993,82.06,nan,130.72
Well_45,6103,3608,Зона_В,gis,768.6,nan,nan,nan,nan,nan,nan,nan,16.819,80.72,4.573,129.71
Well_45,6103,3608,Зона_В,gis,768.7,nan,nan,nan,nan,nan,nan,nan,20.432,80.54,5.76,123.96
Well_45,6103,3608,Зона_В,gis,768.8,nan,nan,nan,nan,nan,nan,nan,9.88,76.85,5.073,128.6
Well_45,6103,3608,Зона_В,gis,768.9,nan,nan,nan,nan,nan,nan,nan,39.96,79.0,5.235,133.8
Well_45,6103,3608,Зона_В,gis,769.0,nan,nan,nan,nan,nan,nan,nan,26.611,71.92,4.597,140.94
Well_45,6103,3608,Зона_В,gis,769.1,nan,nan,nan,nan,nan,nan,nan,27.46,78.28,4.564,125.99
Well_45,6103,3608,Зона_В,gis,769.2,nan,nan,nan,nan,nan,nan,nan,36.328,77.71,4.227,121.1
Well_45,6103,3608,Зона_В,gis,769.3,nan,nan,nan,nan,nan,nan,nan,14.375,75.3,5.428,112.86
Well_45,6103,3608,Зона_В,gis,769.4,nan,nan,nan,nan,nan,nan,nan,14.134,82.47,5.385,127.43
Well_45,6103,3608,Зона_В,gis,769.5,nan,nan,nan,nan,nan,nan,nan,25.211,82.61,4.559,118.99
Well_45,6103,3608,Зона_В,gis,769.6,nan,nan,nan,nan,nan,nan,nan,nan,81.59,4.575,126.68
Well_45,6103,3608,Зона_В,gis,769.7,nan,nan,nan,nan,nan,nan,nan,32.851,77.02,4.317,125.01
Well_45,6103,3608,Зона_В,gis,769.8,nan,nan,nan,nan,nan,nan,nan,18.219,75.18,5.948,136.52
Well_45,6103,3608,Зона_В,gis,769.9,nan,nan,nan,nan,nan,nan,nan,33.32,77.37,4.479,124.14
Well_45,6103,3608,Зона_В,gis,770.0,nan,nan,nan,nan,nan,nan,nan,14.114,73.01,6.303,134.7
Well_45,6103,3608,Зона_В,gis,770.1,nan,nan,nan,nan,nan,nan,nan,30.945,81.67,4.439,135.61
Well_45,6103,3608,Зона_В,gis,770.2,nan,nan,nan,nan,nan,nan,nan,16.593,74.02,5.429,130.51
Well_45,6103,3608,Зона_В,gis,770.3,nan,nan,nan,nan,nan,nan,nan,21.815,78.78,6.169,130.76
Well_45,6103,3608,Зона_В,gis,770.4,nan,nan,nan,nan,nan,nan,nan,15.185,79.66,4.596,nan
Well_45,6103,3608,Зона_В,gis,770.5,nan,nan,nan,nan,nan,nan,nan,33.455,73.02,4.467,122.07
Well_45,6103,3608,Зона_В,gis,770.6,nan,nan,nan,nan,nan,nan,nan,32.39,nan,4.889,120.71
Well_45,6103,3608,Зона_В,gis,770.7,nan,nan,nan,nan,nan,nan,nan,18.772,74.72,5.331,122.55
Well_45,6103,3608,Зона_В,gis,770.8,nan,nan,nan,nan,nan,nan,nan,30.064,81.78,4.557,124.57
Well_45,6103,3608,Зона_В,gis,770.9,nan,nan,nan,nan,nan,nan,nan,27.937,76.89,4.139,130.57
Well_45,6103,3608,Зона_В,gis,771.0,nan,nan,nan,nan,nan,nan,nan,9.982,77.61,4.862,126.96
Well_45,6103,3608,Зона_В,gis,771.1,nan,nan,nan,nan,nan,nan,nan,29.484,82.45,4.86,125.63
Well_45,6103,3608,Зона_В,gis,771.2,nan,nan,nan,nan,nan,nan,nan,21.921,80.31,4.087,129.95
Well_45,6103,3608,Зона_В,gis,771.3,nan,nan,nan,nan,nan,nan,nan,11.416,71.8,5.094,130.72
Well_45,6103,3608,Зона_В,gis,771.4,nan,nan,nan,nan,nan,nan,nan,28.133,80.78,5.041,130.15
Well_45,6103,3608,Зона_В,gis,771.5,nan,nan,nan,nan,nan,nan,nan,20.01,72.98,5.297,135.86
Well_45,6103,3608,Зона_В,gis,771.6,nan,nan,nan,nan,nan,nan,nan,15.424,80.46,5.46,132.66
Well_45,6103,3608,Зона_В,gis,771.7,nan,nan,nan,nan,nan,nan,nan,30.852,73.26,5.73,115.45
Well_45,6103,3608,Зона_В,gis,771.8,nan,nan,nan,nan,nan,nan,nan,31.993,78.08,3.957,125.73
Well_45,6103,3608,Зона_В,gis,771.9,nan,nan,nan,nan,nan,nan,nan,14.571,79.89,5.937,124.46
Well_45,6103,3608,Зона_В,gis,772.0,nan,nan,nan,nan,nan,nan,nan,16.538,77.91,4.106,131.5
Well_45,6103,3608,Зона_В,gis,772.1,nan,nan,nan,nan,nan,nan,nan,18.635,81.48,4.82,132.47
Well_45,6103,3608,Зона_В,gis,772.2,nan,nan,nan,nan,nan,nan,nan,14.99,76.84,3.893,122.97
Well_45,6103,3608,Зона_В,gis,772.3,nan,nan,nan,nan,nan,nan,nan,12.691,77.93,6.099,131.65
Well_45,6103,3608,Зона_В,gis,772.4,nan,nan,nan,nan,nan,nan,nan,10.688,77.65,5.434,135.08
Well_45,6103,3608,Зона_В,gis,772.5,nan,nan,nan,nan,nan,nan,nan,37.881,82.63,nan,126.66
Well_45,6103,3608,Зона_В,gis,772.6,nan,nan,nan,nan,nan,nan,nan,23.133,72.44,6.58,nan
Well_45,6103,3608,Зона_В,gis,772.7,nan,nan,nan,nan,nan,nan,nan,23.241,76.47,4.97,138.39
Well_45,6103,3608,Зона_В,gis,772.8,nan,nan,nan,nan,nan,nan,nan,26.5,76.6,5.213,126.56
Well_45,6103,3608,Зона_В,gis,772.9,nan,nan,nan,nan,nan,nan,nan,52.526,83.82,4.387,130.34
Well_45,6103,3608,Зона_В,gis,773.0,nan,nan,nan,nan,nan,nan,nan,34.951,75.73,5.35,131.25
Well_45,6103,3608,Зона_В,gis,773.1,nan,nan,nan,nan,nan,nan,nan,14.773,80.31,4.907,128.74
Well_45,6103,3608,Зона_В,gis,773.2,nan,nan,nan,nan,nan,nan,nan,36.867,73.24,5.434,125.68
Well_45,6103,3608,Зона_В,gis,773.3,nan,nan,nan,nan,nan,nan,nan,6.784,76.38,5.596,132.49
Well_45,6103,3608,Зона_В,gis,773.4,nan,nan,nan,nan,nan,nan,nan,20.473,76.62,5.113,128.02
Well_45,6103,3608,Зона_В,gis,773.5,nan,nan,nan,nan,nan,nan,nan,48.659,78.19,4.421,114.78
Well_45,6103,3608,Зона_В,gis,773.6,nan,nan,nan,nan,nan,nan,nan,14.795,84.0,4.857,127.32
Well_45,6103,3608,Зона_В,gis,773.7,nan,nan,nan,nan,nan,nan,nan,nan,77.58,5.521,127.99
Well_45,6103,3608,Зона_В,gis,773.8,nan,nan,nan,nan,nan,nan,nan,17.907,81.81,4.627,128.04
Well_45,6103,3608,Зона_В,gis,773.9,nan,nan,nan,nan,nan,nan,nan,76.171,78.33,4.743,124.11
Well_45,6103,3608,Зона_В,gis,774.0,nan,nan,nan,nan,nan,nan,nan,20.143,80.49,5.05,126.0
Well_45,6103,3608,Зона_В,gis,774.1,nan,nan,nan,nan,nan,nan,nan,15.14,76.45,5.207,129.99
Well_45,6103,3608,Зона_В,gis,774.2,nan,nan,nan,nan,nan,nan,nan,29.401,85.27,4.562,120.18
Well_45,6103,3608,Зона_В,gis,774.3,nan,nan,nan,nan,nan,nan,nan,10.347,72.71,5.892,134.86
Well_45,6103,3608,Зона_В,gis,774.4,nan,nan,nan,nan,nan,nan,nan,14.868,72.82,5.661,130.64
Well_45,6103,3608,Зона_В,gis,774.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,774.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,774.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,774.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,774.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,775.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,776.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,777.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,778.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,778.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Well_45,6103,3608,Зона_В,gis,778.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
