well_id,x,y,zone,type,depth_m,porosity,perm_md,density,sw,so,lab,year,PZ,PS,GK,NGK
Well_28,422,2879,Зона_А,gis,1955.4,,,,,,,,30.799,33.09,13.016,197.11
Well_28,422,2879,Зона_А,gis,1955.9,,,,,,,,28.783,34.88,11.982,191.26
Well_28,422,2879,Зона_А,gis,1956.4,,,,,,,,27.406,34.92,,197.74
Well_28,422,2879,Зона_А,gis,1956.9,,,,,,,,44.251,27.89,11.911,
Well_28,422,2879,Зона_А,gis,1957.4,,,,,,,,18.619,29.65,12.37,187.17
Well_28,422,2879,Зона_А,gis,1957.9,,,,,,,,24.736,36.34,12.126,188.45
Well_28,422,2879,Зона_А,gis,1958.4,,,,,,,,,31.63,12.517,192.97
Well_28,422,2879,Зона_А,gis,1958.9,,,,,,,,50.928,33.27,12.064,200.5
Well_28,422,2879,Зона_А,gis,1959.4,,,,,,,,27.946,35.54,11.695,186.69
Well_28,422,2879,Зона_А,gis,1959.9,,,,,,,,19.362,26.53,13.261,197.37
Well_28,422,2879,Зона_А,gis,1960.4,,,,,,,,38.47,30.64,11.656,191.37
Well_28,422,2879,Зона_А,gis,1960.9,,,,,,,,20.336,30.06,12.173,196.55
Well_28,422,2879,Зона_А,gis,1961.4,,,,,,,,21.67,26.11,12.771,200.7
Well_28,422,2879,Зона_А,gis,1961.9,,,,,,,,53.515,29.7,13.206,195.52
Well_28,422,2879,Зона_А,gis,1962.4,,,,,,,,19.316,31.8,11.703,191.08
Well_28,422,2879,Зона_А,gis,1962.9,,,,,,,,23.521,33.93,13.077,196.66
Well_28,422,2879,Зона_А,gis,1963.4,,,,,,,,35.381,29.25,12.41,190.29
Well_28,422,2879,Зона_А,gis,1963.9,,,,,,,,37.306,29.36,12.293,196.81
Well_28,422,2879,Зона_А,gis,1964.4,,,,,,,,21.331,28.67,11.335,191.22
Well_28,422,2879,Зона_А,gis,1964.9,,,,,,,,24.78,28.12,,185.78
Well_28,422,2879,Зона_А,gis,1965.4,,,,,,,,9.114,33.59,11.939,191.95
Well_28,422,2879,Зона_А,gis,1965.9,,,,,,,,37.307,30.93,12.32,195.36
Well_28,422,2879,Зона_А,gis,1966.4,,,,,,,,23.293,29.34,12.126,186.54
Well_28,422,2879,Зона_А,gis,1966.9,,,,,,,,15.811,31.46,12.433,
Well_28,422,2879,Зона_А,gis,1967.4,,,,,,,,23.01,27.92,12.093,191.48
Well_28,422,2879,Зона_А,gis,1967.9,,,,,,,,13.841,29.41,12.216,189.85
Well_28,422,2879,Зона_А,gis,1968.4,,,,,,,,21.341,32.8,11.808,180.94
Well_28,422,2879,Зона_А,gis,1968.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1969.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1969.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1970.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1970.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1971.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1971.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1972.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1972.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1973.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1973.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1974.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1974.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1975.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1975.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1976.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1976.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1977.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1977.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1978.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1978.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1979.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1979.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1980.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1980.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1981.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1981.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1982.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1982.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1983.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1983.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1984.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1984.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1985.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1985.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1986.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1986.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1987.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1987.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1988.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1988.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1989.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1989.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1990.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1990.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1991.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1991.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1992.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1992.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1993.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1993.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1994.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1994.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1995.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1995.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1996.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1996.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1997.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1997.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1998.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1998.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1999.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,1999.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2000.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2000.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2001.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2001.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2002.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2002.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2003.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2003.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2004.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2004.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2005.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2005.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2006.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2006.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2007.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2007.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2008.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2008.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2009.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2009.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2010.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2010.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2011.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2011.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2012.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2012.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2013.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2013.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2014.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2014.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2015.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2015.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2016.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2016.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2017.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2017.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2018.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2018.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2019.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2019.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2020.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2020.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2021.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2021.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2022.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2022.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2023.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2023.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2024.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2024.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2025.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2025.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2026.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2026.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2027.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2027.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2028.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2028.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2029.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2029.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2030.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2030.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2031.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2031.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2032.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2032.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2033.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2033.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2034.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2034.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2035.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2035.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2036.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2036.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2037.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2037.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2038.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2038.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2039.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2039.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2040.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2040.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2041.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2041.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2042.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2042.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2043.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2043.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2044.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2044.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2045.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2045.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2046.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2046.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2047.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2047.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2048.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2048.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2049.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2049.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2050.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2050.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2051.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2051.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2052.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2052.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2053.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2053.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2054.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2054.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2055.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2055.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2056.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2056.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2057.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2057.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2058.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2058.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2059.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2059.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2060.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2060.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2061.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2061.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2062.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2062.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2063.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2063.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2064.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2064.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2065.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2065.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2066.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2066.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2067.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2067.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2068.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2068.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2069.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2069.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2070.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2070.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2071.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2071.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2072.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2072.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2073.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2073.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2074.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2074.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2075.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2075.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2076.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2076.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2077.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2077.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2078.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2078.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2079.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2079.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2080.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2080.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2081.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2081.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2082.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2082.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2083.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2083.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2084.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2084.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2085.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2085.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2086.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2086.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2087.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2087.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2088.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2088.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2089.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2089.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2090.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2090.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2091.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2091.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2092.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2092.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2093.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2093.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2094.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2094.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2095.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2095.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2096.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2096.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2097.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2097.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2098.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2098.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2099.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2099.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2100.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2100.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2101.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2101.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2102.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2102.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2103.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2103.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2104.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2104.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2105.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2105.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2106.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2106.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2107.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2107.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2108.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2108.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2109.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2109.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2110.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2110.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2111.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2111.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2112.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2112.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2113.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2113.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2114.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2114.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2115.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2115.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2116.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2116.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2117.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2117.9,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2118.4,,,,,,,,,,,
Well_28,422,2879,Зона_А,gis,2118.9,,,,,,,,,,,
